Autonomie_batterie,Nb_coeurs,Marque,Ville_vente,Reconditionne,Garantie_disponible,Frequence_CPU,Nb_appareils_photo,Reconnaissance_faciale,Gamme,Etat_esthetique,Score_performance,Charge_rapide,Double_SIM,Stockage_interne,Prix
62.0,9,Xiaomi Redmi,Casablanca,0.0,0,1058.53,2,0.0,Moyenne,2,80.84,1,0,256,5828.18
44.0,9,iPhone,Agadir,1.0,1,856.31,3,1.0,Supérieure,90,83.83,1,1,1000,9390.84
49.0,8,iPhone,Agadir,1.0,1,777.37,3,0.0,Premium,56,74.48,1,0,256,11103.56
36.0,2,iPhone,Casablanca,1.0,0,1125.15,1,1.0,Premium,57,104.92,1,1,512,10581.94
51.0,2,Xiaomi Redmi,Casablanca,0.0,0,978.25,2,1.0,Moyenne,66,98.91,0,1,128,5759.26
41.0,6,Samsung Galaxy,Agadir,1.0,1,1192.25,2,1.0,Supérieure,34,61.52,1,1,256,9028.08
37.0,6,iPhone,Marrakech,1.0,1,980.42,3,0.0,Premium,71,80.74,0,1,512,10999.21
62.0,8,Oppo,Rabat,1.0,1,920.54,3,0.0,Entrée,28,91.79,0,1,1000,3633.61
56.0,8,Honor,Agadir,,0,1188.68,3,1.0,Entrée,50,83.35,1,1,1000,2978.84
45.0,7,iPhone,Agadir,1.0,0,1255.12,3,1.0,Premium,62,89.0,0,0,512,10032.91
55.0,1,Oppo,Casablanca,1.0,1,1030.29,1,1.0,Entrée,73,63.42,1,0,128,3700.98
65.0,2,Samsung Galaxy,Rabat,1.0,1,1087.93,3,0.0,Supérieure,46,92.24,0,0,1000,7434.38
81.0,9,Samsung Galaxy,Agadir,1.0,0,1171.85,0,1.0,Supérieure,20,61.25,0,0,128,9328.72
48.0,4,Samsung Galaxy,Marrakech,0.0,1,667.52,4,0.0,Supérieure,87,79.1,1,0,256,9465.36
59.0,3,Oppo,Casablanca,0.0,0,893.78,0,1.0,Entrée,6,94.22,1,0,1000,3984.93
68.0,7,Xiaomi Redmi,Casablanca,0.0,1,1044.21,3,1.0,Moyenne,10,64.44,0,1,128,6364.01
47.0,6,Xiaomi Redmi,Rabat,1.0,0,863.37,0,0.0,Moyenne,79,61.72,1,1,128,6857.36
48.0,2,Samsung Galaxy,Marrakech,0.0,1,986.49,2,1.0,Supérieure,52,99.68,0,0,128,7223.64
57.0,9,Samsung Galaxy,Casablanca,1.0,0,899.89,0,0.0,Supérieure,21,47.01,1,1,128,7716.12
57.0,1,Samsung Galaxy,Casablanca,0.0,0,1016.59,3,0.0,Supérieure,78,72.55,0,1,128,9492.04
60.0,8,Oppo,Rabat,1.0,0,891.24,0,0.0,Moyenne,71,51.78,0,0,128,4001.52
63.0,7,Oppo,Agadir,0.0,0,653.39,3,0.0,Entrée,45,88.4,0,0,128,3891.85
40.0,2,Oppo,Rabat,1.0,1,713.13,4,0.0,Entrée,29,84.46,1,1,128,2834.18
47.0,2,Samsung Galaxy,Casablanca,0.0,1,944.39,2,0.0,Supérieure,57,78.44,0,0,128,8585.31
57.0,9,iPhone,Agadir,0.0,1,962.39,1,0.0,Premium,28,95.4,0,0,128,11640.87
54.0,8,Honor,Marrakech,0.0,0,1108.0,2,1.0,Entrée,54,64.86,0,0,512,3332.84
57.0,7,Honor,Rabat,0.0,1,1439.53,0,1.0,Entrée,94,85.79,0,0,256,3920.64
49.0,2,Oppo,Rabat,1.0,1,566.1,1,0.0,Moyenne,31,66.09,1,0,512,4421.74
34.0,9,Xiaomi Redmi,Rabat,1.0,1,629.05,2,0.0,Moyenne,86,68.86,0,0,512,6417.46
51.0,9,Honor,Agadir,1.0,0,850.79,2,0.0,Moyenne,32,64.12,1,0,256,4899.38
46.0,1,Xiaomi Redmi,Marrakech,0.0,1,729.85,4,1.0,Moyenne,60,101.7,0,0,128,6760.47
44.0,8,Honor,Marrakech,0.0,0,852.55,2,1.0,Entrée,74,48.45,0,1,512,3561.17
72.0,9,Oppo,Agadir,1.0,1,841.75,2,0.0,Entrée,43,93.68,1,1,128,2944.95
56.0,8,iPhone,Marrakech,0.0,1,962.49,1,1.0,Supérieure,36,95.19,0,1,256,9606.45
66.0,9,Xiaomi Redmi,Agadir,1.0,1,759.53,0,1.0,Moyenne,93,73.58,0,1,256,6359.03
,6,iPhone,Marrakech,1.0,1,1143.33,1,1.0,Premium,8,83.93,1,1,512,10830.38
49.0,8,Samsung Galaxy,Rabat,1.0,1,1104.94,0,1.0,Supérieure,32,67.21,0,1,1000,8809.85
48.0,8,iPhone,Casablanca,1.0,0,1096.99,2,1.0,Supérieure,47,64.14,1,0,256,9607.91
58.0,8,Oppo,Marrakech,0.0,1,1222.49,2,0.0,Entrée,37,70.2,0,0,256,2949.22
41.0,2,Oppo,Rabat,1.0,1,1156.87,3,0.0,Entrée,49,60.72,1,1,256,2824.81
39.0,6,Samsung Galaxy,Agadir,0.0,1,745.06,0,1.0,Supérieure,70,84.43,1,1,1000,7118.1
53.0,4,iPhone,Rabat,1.0,0,579.28,3,1.0,Premium,37,82.08,0,1,1000,10148.47
53.0,9,Samsung Galaxy,Rabat,0.0,1,803.62,0,1.0,Supérieure,75,55.57,1,1,128,9616.74
30.0,2,Xiaomi Redmi,Agadir,1.0,1,687.09,3,1.0,Moyenne,34,70.87,0,1,256,5950.45
41.0,9,Oppo,Casablanca,1.0,1,1472.63,2,0.0,Moyenne,87,60.85,1,0,1000,4666.28
59.0,4,Oppo,Rabat,0.0,0,924.38,0,1.0,Entrée,70,82.16,1,1,256,3588.87
42.0,3,Xiaomi Redmi,Agadir,0.0,0,1373.82,0,1.0,Moyenne,25,64.67,0,0,128,5110.34
44.0,3,iPhone,Agadir,0.0,0,668.4,0,0.0,Premium,33,76.66,1,0,256,11903.64
32.0,1,Honor,Casablanca,0.0,0,1036.23,2,1.0,Moyenne,62,54.58,1,1,128,4773.09
49.0,4,Xiaomi Redmi,Agadir,1.0,0,1001.4,1,1.0,Moyenne,11,86.2,0,0,512,5609.84
49.0,5,iPhone,Casablanca,1.0,0,1226.16,4,1.0,Supérieure,47,75.6,1,1,128,9558.92
59.0,5,Samsung Galaxy,Agadir,1.0,1,770.92,2,0.0,Supérieure,19,72.28,1,1,1000,8017.71
31.0,5,Oppo,Agadir,0.0,0,1024.0,2,0.0,Moyenne,96,68.88,1,0,128,4217.87
63.0,6,Samsung Galaxy,Rabat,1.0,0,902.72,2,0.0,Supérieure,15,106.58,0,1,1000,9106.19
52.0,6,Xiaomi Redmi,Casablanca,1.0,1,797.08,4,0.0,Moyenne,26,92.22,0,1,512,6084.38
41.0,4,Samsung Galaxy,Casablanca,0.0,0,1295.29,3,1.0,Supérieure,38,61.99,0,0,1000,9686.14
54.0,3,Honor,Rabat,1.0,0,1061.51,1,0.0,Entrée,92,75.29,1,1,256,2687.06
42.0,1,Honor,Marrakech,0.0,0,971.48,2,0.0,Entrée,32,65.51,1,1,256,2963.44
43.0,7,Samsung Galaxy,Casablanca,0.0,1,659.66,2,0.0,Supérieure,2,90.13,0,1,128,8547.48
27.0,5,Oppo,Agadir,1.0,0,1416.07,2,1.0,Moyenne,34,55.05,1,0,1000,4599.7
48.0,9,Samsung Galaxy,Agadir,0.0,0,1255.37,2,1.0,Supérieure,36,87.85,0,0,128,8792.36
63.0,6,Xiaomi Redmi,Agadir,1.0,1,882.95,3,1.0,Moyenne,32,74.55,0,0,256,6646.06
38.0,4,Samsung Galaxy,Agadir,1.0,0,1213.31,4,1.0,Supérieure,61,102.68,1,0,256,7684.14
50.0,5,Samsung Galaxy,Agadir,1.0,0,1267.0,2,1.0,Supérieure,87,51.6,1,0,128,7842.01
55.0,7,iPhone,Marrakech,1.0,0,1230.17,3,1.0,Premium,43,90.84,0,0,512,10086.22
47.0,6,Oppo,Casablanca,1.0,1,682.37,3,0.0,Moyenne,70,106.91,1,1,512,4177.28
74.0,2,Honor,Agadir,1.0,0,950.4,3,1.0,Entrée,52,67.78,0,1,256,3633.46
36.0,6,Honor,Agadir,0.0,0,1022.49,3,1.0,Moyenne,88,62.08,0,1,512,4521.32
59.0,7,Xiaomi Redmi,Marrakech,1.0,0,861.72,1,1.0,Moyenne,48,72.36,0,1,128,6632.54
59.0,2,Honor,Agadir,0.0,1,1315.49,3,1.0,Moyenne,2,101.18,1,0,128,4781.01
41.0,8,Honor,Rabat,1.0,0,834.87,3,0.0,Moyenne,35,54.67,0,1,1000,4668.1
51.0,9,Xiaomi Redmi,Rabat,1.0,1,1255.29,2,1.0,Moyenne,26,73.26,1,0,256,5746.35
56.0,5,Xiaomi Redmi,Casablanca,1.0,1,1300.68,3,0.0,Moyenne,27,42.62,1,1,512,4506.34
44.0,4,Xiaomi Redmi,Agadir,0.0,1,603.84,2,0.0,Moyenne,68,91.93,1,0,128,6662.49
47.0,7,Xiaomi Redmi,Marrakech,0.0,0,824.01,4,1.0,Moyenne,70,69.57,0,0,512,6548.25
57.0,2,Xiaomi Redmi,Casablanca,0.0,0,1055.22,3,1.0,Moyenne,22,68.01,1,0,512,6603.27
48.0,7,Xiaomi Redmi,Rabat,1.0,0,1046.4,4,0.0,Moyenne,57,59.87,0,0,512,5581.76
57.0,9,Xiaomi Redmi,Casablanca,0.0,1,1132.91,1,1.0,Moyenne,18,54.94,1,1,512,4611.78
65.0,6,Oppo,Rabat,0.0,1,620.37,2,0.0,Moyenne,61,83.08,1,0,128,4854.86
65.0,3,Samsung Galaxy,Rabat,0.0,1,731.78,0,1.0,Supérieure,57,56.59,0,0,128,8405.0
63.0,8,Oppo,Agadir,0.0,0,1043.17,2,1.0,Entrée,62,72.69,0,0,256,3730.08
61.0,1,iPhone,Marrakech,1.0,1,990.62,2,0.0,Premium,25,61.66,0,0,128,10144.69
53.0,1,iPhone,Rabat,1.0,0,1103.23,0,0.0,Premium,99,82.55,1,1,512,10307.37
62.0,1,Oppo,Rabat,1.0,1,1320.38,1,0.0,Entrée,9,89.25,1,1,256,3617.7
32.0,3,Honor,Marrakech,0.0,0,1214.43,2,0.0,Entrée,29,64.03,1,1,256,3430.7
66.0,2,Xiaomi Redmi,Marrakech,0.0,0,1158.84,0,1.0,Moyenne,15,76.79,0,1,256,6098.56
44.0,6,Samsung Galaxy,Rabat,1.0,1,919.46,0,1.0,Supérieure,85,90.43,1,0,512,9215.2
57.0,8,Xiaomi Redmi,Marrakech,0.0,1,1087.62,2,1.0,Moyenne,93,90.23,0,1,256,5925.35
40.0,5,Oppo,Rabat,1.0,0,908.25,3,0.0,Moyenne,46,69.99,1,0,512,4190.87
43.0,3,iPhone,Casablanca,1.0,0,1040.26,2,0.0,Premium,64,93.15,0,1,256,10508.58
44.0,8,Samsung Galaxy,Marrakech,1.0,1,786.59,4,0.0,Supérieure,43,46.32,1,0,256,7711.83
51.0,4,Samsung Galaxy,Rabat,1.0,0,811.71,0,0.0,Supérieure,78,80.87,1,1,512,9812.33
42.0,7,Honor,Rabat,0.0,1,972.66,0,0.0,Moyenne,96,91.87,0,1,1000,4474.37
49.0,7,iPhone,Rabat,1.0,1,1004.37,3,1.0,Premium,12,90.21,0,0,1000,11329.65
50.0,1,Oppo,Rabat,0.0,1,1357.27,2,1.0,Moyenne,38,78.17,1,0,1000,4735.67
31.0,7,Xiaomi Redmi,Rabat,1.0,0,1007.51,2,1.0,Moyenne,62,96.69,1,0,1000,5205.14
46.0,5,Oppo,Casablanca,1.0,1,675.01,0,1.0,Moyenne,53,70.19,0,0,256,4507.06
53.0,7,Oppo,Marrakech,0.0,1,1062.27,0,0.0,Entrée,41,62.98,1,1,256,2929.44
55.0,6,iPhone,Rabat,1.0,0,1061.44,1,0.0,Premium,89,95.78,0,0,1000,11366.57
54.0,1,Xiaomi Redmi,Rabat,1.0,1,963.9,0,1.0,Moyenne,24,78.26,0,0,512,5010.45
43.0,9,iPhone,Agadir,1.0,1,1291.59,2,0.0,Premium,44,76.4,1,1,128,10324.59
45.0,3,Honor,Marrakech,0.0,0,797.69,4,0.0,Entrée,90,70.08,1,1,128,2697.52
33.0,2,Honor,Casablanca,0.0,1,949.89,4,1.0,Moyenne,54,49.08,0,1,512,4629.63
58.0,1,Oppo,Rabat,1.0,0,841.39,2,0.0,Moyenne,1,89.12,0,0,1000,4667.26
34.0,8,Honor,Rabat,0.0,1,802.81,4,0.0,Entrée,41,65.1,1,0,1000,3337.81
43.0,8,Oppo,Casablanca,0.0,1,1376.27,3,0.0,Moyenne,78,73.31,1,1,1000,4007.2
58.0,3,iPhone,Rabat,0.0,1,1218.94,2,0.0,Premium,55,60.38,1,1,256,11702.42
28.0,5,iPhone,Marrakech,1.0,1,835.59,3,0.0,Supérieure,44,65.1,1,1,128,9570.24
59.0,6,Oppo,Rabat,0.0,1,1318.32,3,0.0,Entrée,40,109.55,0,1,256,3451.18
41.0,1,iPhone,Marrakech,1.0,1,860.83,0,0.0,Premium,63,76.09,0,0,512,11169.48
50.0,8,iPhone,Marrakech,1.0,1,1036.77,1,1.0,Premium,92,89.01,1,0,256,11587.23
38.0,1,Samsung Galaxy,Marrakech,1.0,0,1263.63,0,1.0,Supérieure,8,97.94,0,1,256,7860.56
47.0,5,Honor,Rabat,0.0,0,1139.69,4,0.0,Entrée,31,79.22,1,1,256,3625.9
29.0,9,Oppo,Marrakech,1.0,1,1262.33,0,0.0,Entrée,19,87.87,0,1,1000,3971.38
56.0,9,iPhone,Casablanca,0.0,1,918.03,3,,Premium,99,89.97,0,0,512,10280.59
46.0,3,Samsung Galaxy,Casablanca,0.0,0,495.43,0,1.0,Supérieure,76,93.74,1,0,256,9353.83
50.0,5,Samsung Galaxy,Rabat,0.0,0,948.17,2,0.0,Supérieure,47,53.2,1,0,128,9096.09
44.0,6,Honor,Agadir,1.0,0,884.92,0,0.0,Entrée,33,75.97,1,0,128,3619.65
42.0,5,Oppo,Marrakech,0.0,1,712.93,1,1.0,Entrée,79,98.28,0,1,512,3397.87
36.0,7,Oppo,Rabat,0.0,0,667.54,1,1.0,Moyenne,19,64.96,0,0,128,4306.18
59.0,1,Xiaomi Redmi,Marrakech,0.0,1,714.72,1,1.0,Moyenne,62,84.24,1,0,128,4737.45
50.0,5,Oppo,Rabat,0.0,0,815.1,1,0.0,Entrée,91,66.42,1,1,512,3151.46
48.0,7,Xiaomi Redmi,Agadir,0.0,0,1072.69,4,0.0,Moyenne,89,61.62,1,0,1000,6175.7
44.0,2,Samsung Galaxy,Marrakech,1.0,1,1060.85,1,1.0,Supérieure,39,70.98,1,1,256,8042.82
51.0,3,Xiaomi Redmi,Rabat,0.0,0,988.69,3,0.0,Moyenne,79,70.67,1,1,256,5694.33
45.0,5,iPhone,Rabat,0.0,1,1188.64,1,1.0,Supérieure,53,83.05,0,0,128,9557.63
53.0,3,Oppo,Agadir,0.0,0,1001.77,0,1.0,Entrée,41,68.06,0,0,512,3268.52
58.0,1,Honor,Agadir,1.0,1,738.69,1,1.0,Moyenne,56,57.41,0,0,256,4140.95
32.0,4,Honor,Casablanca,0.0,0,842.22,1,1.0,Entrée,38,86.12,0,0,1000,3849.3
56.0,8,Honor,Rabat,1.0,1,1135.0,3,0.0,Entrée,95,84.64,1,0,128,3120.08
50.0,9,Xiaomi Redmi,Agadir,1.0,1,917.38,2,0.0,Moyenne,38,60.96,1,1,128,5367.82
60.0,4,Honor,Marrakech,1.0,0,691.25,3,1.0,Entrée,5,65.24,1,0,1000,2780.09
60.0,8,iPhone,Marrakech,0.0,1,924.21,2,1.0,Supérieure,20,80.76,0,0,256,9647.26
42.0,9,Xiaomi Redmi,Rabat,0.0,1,1320.28,1,1.0,Moyenne,49,62.83,0,0,128,4648.48
75.0,4,Honor,Rabat,0.0,1,794.57,3,1.0,Entrée,77,80.69,1,1,256,3107.65
52.0,1,iPhone,Marrakech,1.0,1,1158.13,3,1.0,Premium,12,60.82,1,0,512,11201.55
65.0,3,Oppo,Rabat,0.0,0,885.08,2,1.0,Moyenne,63,57.38,0,0,128,4314.37
35.0,4,Xiaomi Redmi,Rabat,0.0,1,925.41,4,1.0,Moyenne,72,62.89,0,1,256,4795.55
47.0,4,Honor,Casablanca,0.0,0,1019.49,0,1.0,Moyenne,48,46.63,1,1,512,4076.53
72.0,9,Samsung Galaxy,Rabat,0.0,1,1182.12,0,0.0,Supérieure,1,73.17,0,1,512,7675.98
49.0,5,Oppo,Marrakech,0.0,0,1233.03,1,1.0,Entrée,21,102.85,1,0,256,3495.72
55.0,2,Oppo,Casablanca,0.0,1,852.04,2,0.0,Moyenne,60,98.46,1,1,128,4620.04
40.0,4,iPhone,Casablanca,0.0,0,821.15,2,1.0,Premium,82,59.2,1,1,128,11094.2
51.0,8,Xiaomi Redmi,Marrakech,0.0,0,645.15,0,0.0,Moyenne,67,82.99,1,1,1000,6289.29
62.0,9,iPhone,Marrakech,1.0,0,1308.3,0,1.0,Premium,6,56.57,1,1,1000,11128.61
32.0,3,iPhone,Casablanca,1.0,0,1000.42,0,1.0,Premium,38,97.77,1,1,128,11176.82
53.0,3,Xiaomi Redmi,Rabat,1.0,0,861.11,1,1.0,Moyenne,66,77.83,0,0,128,6812.65
23.0,7,Oppo,Rabat,1.0,1,870.46,2,0.0,Moyenne,72,56.7,0,0,128,4716.05
56.0,2,Honor,Rabat,1.0,0,791.74,0,1.0,Entrée,45,76.72,1,0,128,3865.62
63.0,8,Honor,Casablanca,1.0,0,781.45,1,1.0,Entrée,35,90.65,0,0,512,3020.95
39.0,4,Oppo,Casablanca,1.0,1,753.06,0,0.0,Entrée,69,61.28,0,0,1000,3170.78
45.0,7,Honor,Casablanca,0.0,0,1019.07,1,0.0,Entrée,54,72.43,1,1,128,2657.05
35.0,8,Honor,Rabat,1.0,0,1024.71,4,0.0,Moyenne,95,84.17,0,1,256,4714.85
50.0,1,Oppo,Rabat,0.0,1,814.06,2,1.0,Entrée,3,51.34,0,1,128,2580.11
45.0,1,iPhone,Agadir,0.0,0,1047.01,2,1.0,Premium,84,78.18,0,0,128,10170.78
43.0,9,iPhone,Marrakech,1.0,1,880.37,4,1.0,Supérieure,40,63.0,0,0,128,9515.39
40.0,3,Xiaomi Redmi,Marrakech,,1,915.38,4,0.0,Moyenne,24,44.96,1,1,128,5722.81
56.0,4,Xiaomi Redmi,Marrakech,1.0,0,1084.97,2,1.0,Moyenne,80,87.82,0,0,128,6628.7
72.0,1,Oppo,Marrakech,1.0,1,1338.34,4,0.0,Moyenne,36,54.57,0,1,128,4775.19
47.0,6,Xiaomi Redmi,Casablanca,1.0,1,1195.6,4,0.0,Moyenne,44,89.07,0,0,1000,6754.54
51.0,8,iPhone,Marrakech,0.0,0,1030.22,3,1.0,Premium,40,76.53,1,1,1000,11698.16
37.0,6,Oppo,Marrakech,1.0,1,904.87,1,0.0,Entrée,63,88.06,1,1,128,2963.33
58.0,6,Oppo,Marrakech,1.0,1,1089.37,2,0.0,Entrée,27,72.85,1,0,1000,2993.85
32.0,4,Xiaomi Redmi,Agadir,1.0,0,1004.06,2,1.0,Moyenne,60,84.13,1,1,1000,5167.75
53.0,8,Samsung Galaxy,Casablanca,1.0,1,959.43,2,1.0,Supérieure,2,87.21,1,0,128,8084.16
43.0,4,iPhone,Agadir,0.0,0,728.68,4,1.0,Supérieure,64,107.07,0,0,128,9480.95
42.0,7,Xiaomi Redmi,Marrakech,1.0,1,778.56,2,0.0,Moyenne,46,96.55,0,0,128,6264.09
50.0,1,Oppo,Marrakech,0.0,1,1137.15,1,0.0,Entrée,45,42.37,0,0,128,3234.02
52.0,7,Xiaomi Redmi,Agadir,0.0,1,835.68,3,1.0,Moyenne,13,71.76,1,1,512,6441.98
50.0,4,Honor,Rabat,1.0,0,1068.42,1,0.0,Moyenne,79,77.28,1,0,128,4158.23
54.0,2,Oppo,Agadir,0.0,0,1134.02,0,0.0,Entrée,23,37.03,1,1,128,3616.82
52.0,6,Oppo,Casablanca,0.0,0,953.21,3,1.0,Moyenne,24,73.55,0,0,256,4938.35
65.0,5,iPhone,Casablanca,1.0,0,1315.87,2,0.0,Premium,14,67.55,0,0,1000,11438.27
59.0,8,Xiaomi Redmi,Agadir,1.0,0,964.52,3,0.0,Moyenne,65,81.8,1,1,1000,5795.21
26.0,1,Honor,Casablanca,1.0,0,1090.08,4,1.0,Moyenne,20,80.16,1,0,1000,4394.08
48.0,2,Xiaomi Redmi,Rabat,1.0,1,939.19,2,1.0,Moyenne,8,79.62,0,0,256,5343.25
55.0,1,Xiaomi Redmi,Marrakech,0.0,1,776.75,0,1.0,Moyenne,26,86.24,1,0,256,5430.59
58.0,4,Samsung Galaxy,Rabat,1.0,1,808.96,1,0.0,Supérieure,57,84.06,1,1,512,7221.38
47.0,3,Samsung Galaxy,Casablanca,0.0,1,1036.88,2,1.0,Supérieure,10,91.73,1,1,1000,8920.17
57.0,6,Honor,Agadir,0.0,0,1132.47,4,1.0,Moyenne,71,60.78,0,0,512,4550.91
48.0,4,Honor,Marrakech,0.0,0,1116.18,3,1.0,Entrée,47,76.08,0,0,512,3233.58
22.0,6,Xiaomi Redmi,Rabat,0.0,0,909.95,2,1.0,Moyenne,94,86.11,1,1,512,6169.05
43.0,1,Honor,Agadir,0.0,0,1280.23,2,1.0,Entrée,30,64.28,1,1,1000,2897.02
55.0,6,Oppo,Marrakech,0.0,0,878.16,4,1.0,Entrée,13,76.08,1,1,256,3876.47
49.0,5,Honor,Agadir,0.0,1,1251.04,3,1.0,Entrée,62,76.4,0,1,1000,2844.8
36.0,9,Oppo,Agadir,1.0,0,717.39,4,0.0,Entrée,33,81.83,0,1,512,2915.06
44.0,2,iPhone,Casablanca,1.0,0,1210.83,4,1.0,Supérieure,78,67.87,1,1,1000,9584.45
77.0,9,iPhone,Agadir,0.0,1,1337.03,3,0.0,Supérieure,66,87.24,0,1,128,9109.56
54.0,6,Oppo,Rabat,0.0,0,891.43,4,0.0,Entrée,79,64.67,0,0,1000,3739.88
41.0,2,Xiaomi Redmi,Agadir,0.0,0,875.68,2,1.0,Moyenne,28,90.39,1,1,512,5203.58
24.0,9,Honor,Casablanca,0.0,1,1227.19,0,0.0,Moyenne,32,92.86,1,0,1000,4679.3
44.0,2,iPhone,Marrakech,0.0,1,1115.54,3,1.0,Supérieure,49,49.89,0,1,512,9084.77
54.0,4,Samsung Galaxy,Marrakech,0.0,1,1239.04,3,0.0,Supérieure,23,93.79,0,1,128,9375.38
,9,Xiaomi Redmi,Casablanca,1.0,1,1242.59,1,0.0,Moyenne,83,70.09,1,1,512,6013.17
43.0,4,Samsung Galaxy,Agadir,1.0,1,941.96,3,0.0,Supérieure,27,122.26,0,0,512,7249.77
49.0,8,Oppo,Rabat,0.0,1,947.69,4,1.0,Entrée,35,77.71,0,1,1000,3494.59
48.0,6,Samsung Galaxy,Marrakech,1.0,0,852.76,4,1.0,Supérieure,37,87.1,0,0,1000,9694.89
33.0,6,Honor,Rabat,1.0,1,1037.48,4,0.0,Entrée,88,80.4,1,1,256,3564.23
60.0,5,Oppo,Marrakech,0.0,0,1064.4,4,1.0,Entrée,19,76.93,0,0,256,3117.73
35.0,8,iPhone,Rabat,0.0,1,993.15,4,1.0,Supérieure,83,56.39,1,1,512,9222.09
37.0,2,iPhone,Agadir,1.0,0,738.32,1,0.0,Premium,54,66.95,1,0,128,10493.33
60.0,1,Honor,Casablanca,1.0,0,650.57,1,0.0,Entrée,88,70.44,0,1,1000,2812.88
53.0,9,Oppo,Marrakech,1.0,1,946.86,0,0.0,Entrée,92,71.89,1,0,1000,2629.69
41.0,6,iPhone,Rabat,1.0,0,881.0,4,1.0,Supérieure,50,88.01,0,0,256,9745.47
56.0,3,iPhone,Casablanca,0.0,0,1242.03,2,0.0,Premium,14,59.37,1,0,256,11140.92
57.0,1,Oppo,Marrakech,1.0,0,1174.49,0,0.0,Entrée,6,86.43,0,0,1000,3243.3
41.0,2,Xiaomi Redmi,Rabat,0.0,0,1063.08,4,1.0,Moyenne,9,79.83,1,0,1000,5601.58
61.0,2,Samsung Galaxy,Marrakech,1.0,1,1022.75,4,0.0,Supérieure,61,54.72,1,1,512,9599.56
48.0,3,Xiaomi Redmi,Rabat,1.0,1,988.56,0,0.0,Moyenne,8,61.09,1,1,256,5352.87
46.0,3,Xiaomi Redmi,Agadir,0.0,1,998.78,3,1.0,Moyenne,44,62.74,0,0,512,5282.08
36.0,5,Xiaomi Redmi,Agadir,1.0,1,928.66,4,0.0,Moyenne,94,76.87,0,0,256,4628.14
60.0,1,Honor,Rabat,1.0,0,1121.56,2,0.0,Moyenne,58,80.78,1,0,256,4242.0
63.0,9,Oppo,Marrakech,0.0,0,674.71,2,1.0,Entrée,86,72.97,0,1,256,2956.58
45.0,4,iPhone,Rabat,1.0,0,1204.6,3,0.0,Premium,38,66.69,1,1,128,11527.05
63.0,3,iPhone,Agadir,1.0,0,785.29,2,0.0,Supérieure,47,51.97,1,0,256,9548.82
61.0,5,Samsung Galaxy,Rabat,0.0,1,896.11,0,0.0,Supérieure,26,48.41,1,1,256,9022.72
60.0,1,iPhone,Agadir,1.0,0,1256.86,2,0.0,Premium,8,67.04,0,1,1000,11659.04
49.0,9,Xiaomi Redmi,Casablanca,0.0,0,598.23,1,1.0,Moyenne,95,91.89,1,0,512,6015.3
50.0,1,Samsung Galaxy,Agadir,1.0,0,939.22,3,1.0,Supérieure,64,75.67,1,0,512,8843.13
42.0,1,Samsung Galaxy,Agadir,1.0,0,530.74,3,0.0,Supérieure,9,116.83,1,1,1000,7655.48
59.0,3,iPhone,Marrakech,0.0,0,545.77,2,1.0,Supérieure,63,72.92,1,1,128,9737.0
65.0,7,Honor,Rabat,1.0,0,1281.58,3,1.0,Entrée,98,50.99,1,1,512,2521.41
38.0,5,Xiaomi Redmi,Marrakech,0.0,0,1227.98,3,0.0,Moyenne,35,72.96,0,1,128,6596.06
57.0,1,iPhone,Marrakech,0.0,1,736.53,3,0.0,Premium,2,101.41,1,1,1000,11472.3
56.0,5,Honor,Rabat,0.0,1,664.21,1,1.0,Entrée,54,72.54,1,1,256,2742.45
48.0,2,Oppo,Agadir,1.0,1,840.01,4,0.0,Moyenne,60,65.72,1,1,128,4471.42
34.0,2,Samsung Galaxy,Casablanca,0.0,0,1126.12,1,0.0,Supérieure,56,76.68,1,1,128,9108.93
58.0,5,iPhone,Agadir,1.0,1,1141.4,0,1.0,Premium,63,78.84,0,1,512,10769.3
53.0,3,iPhone,Marrakech,1.0,0,1021.86,1,1.0,Premium,84,67.17,1,1,256,11922.85
54.0,4,Honor,Marrakech,0.0,1,1324.77,0,1.0,Moyenne,44,90.82,1,0,512,4704.12
51.0,5,Samsung Galaxy,Rabat,0.0,0,1274.52,0,0.0,Supérieure,21,64.95,1,0,512,9108.7
62.0,8,iPhone,Marrakech,1.0,0,633.69,4,0.0,Premium,65,88.18,0,0,128,11552.88
51.0,4,Samsung Galaxy,Casablanca,0.0,0,565.05,3,1.0,Supérieure,13,85.9,0,0,256,9935.37
46.0,2,iPhone,Agadir,1.0,1,1125.14,4,0.0,Premium,81,94.1,0,0,512,11955.92
65.0,5,Xiaomi Redmi,Casablanca,1.0,1,981.48,4,1.0,Moyenne,98,87.45,0,0,1000,5305.64
37.0,4,Xiaomi Redmi,Marrakech,0.0,0,986.58,0,1.0,Moyenne,54,102.81,0,0,1000,5226.79
58.0,5,Honor,Agadir,1.0,1,1125.24,4,1.0,Moyenne,78,65.87,0,1,128,4169.11
51.0,1,Oppo,Marrakech,1.0,0,920.72,1,0.0,Entrée,1,74.1,1,0,512,3476.25
47.0,6,Xiaomi Redmi,Agadir,1.0,0,691.02,4,1.0,Moyenne,24,79.34,0,1,512,6206.15
47.0,1,Xiaomi Redmi,Casablanca,1.0,1,823.93,4,1.0,Moyenne,21,99.25,0,1,128,6121.29
67.0,2,Oppo,Marrakech,0.0,0,691.83,2,1.0,Entrée,51,48.15,1,1,256,3159.87
